t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
799279295.995,799279305.995,799279301.242885,799279296.033,799279305.963,27.93435744580073,1.8449025273841326,5.75447763383495e-15,3.800499206411313e-16,16.46465328489168,0.06943803777764401,0.07418420118267832,28.353715581700833,1.8321387898154442,5.840865409830371e-15,3.774205907019815e-16,16.448475053488956,0.06798373475479735,0.0725265947981697,29.173548705578316,1.8069256449725837,6.009751033349133e-15,3.722266828643522e-16,16.417526848903666,0.06524700659410954,0.06942012511089857,226.0,260.674144835234,7.0,6.014710050351207,8.93529091938651,11.072534410873812,7.32544746719477,0.8670885177566767,561.9061889648438,350.3176574707031,169.35745978349485,244.27244541902076,55.2685653757974,12.991150856018066,0.0
799279305.995,799279315.995,799279310.8248416,799279306.004,799279315.96,25.014352655521325,1.7421227781727542,5.1529566470373925e-15,3.5887729230358736e-16,16.58452682927031,0.07309909000388615,0.07837817544469061,25.262056872457148,1.7341572332034163,5.2039837157261724e-15,3.5723639003990376e-16,16.573828228672745,0.07208538830128575,0.0772138738925463,26.081889996334635,1.7075284636583887,5.372869339244935e-15,3.5175086351362807e-16,16.539152352783717,0.0688509991209365,0.07351452592750363,202.0,233.3147599554892,6.0,5.187449568830147,8.945469825548594,9.549623069891862,7.333792471631287,0.8661275099280781,559.7108154296875,350.3175354003906,167.25995292928653,244.27279644560335,55.26858596928859,13.460395812988281,0.0
799279315.995,799279325.995,799279320.6385827,799279316.023,799279325.919,26.06528418704607,1.741325915662186,5.369448542531491e-15,3.5871313862641034e-16,16.539843839110475,0.0702139574931877,0.07507053665544206,25.77806893268717,1.7505188589965617,5.310282200133557e-15,3.606068849532917e-16,16.551874048264295,0.0713338802338015,0.07635222423898824,26.597902056564653,1.7241486104355956,5.4791678236523186e-15,3.551746137497327e-16,16.517881543872466,0.06819328233485678,0.0727651431391827,206.0,237.98269151411748,3.0,2.588697952427355,8.947423409861784,4.765557594241267,7.335394084761527,0.8657057309179145,558.037109375,351.1378173828125,165.41838117247156,244.27266657717172,55.26857788204927,13.082524299621582,0.0
799279325.995,799279335.995,799279330.5075784,799279326.002,799279335.953,25.47015630762282,1.7562877482739925,5.2468521993703005e-15,3.617952761444424e-16,16.56492097452365,0.0723982831850769,0.07757300462517591,25.717066077113472,1.7484152602552312,5.297715611885375e-15,3.601735436125776e-16,16.554446448156448,0.07141448443369214,0.07644458057715298,26.536899200990955,1.722017518233558,5.4666012354041365e-15,3.5473560875611296e-16,16.520374563002026,0.06826333683642005,0.0728449149375443,204.0,237.4790041555123,6.0,5.185641152146843,8.949011048986621,9.546293939179415,7.336695683904833,0.8591734351186231,557.1835327148438,352.797119140625,164.11817363760392,244.27259417808605,55.26855502496097,14.166666984558105,0.0
799279335.995,799279345.995,799279341.1759951,799279336.084,799279345.992,26.39081592873005,1.7627352393326452,5.43650808131839e-15,3.631234593025249e-16,16.526367956065332,0.07020091277471252,0.07505562441433256,26.284698962189093,1.7660941508224322,5.414647986210953e-15,3.63815395069421e-16,16.530742481444477,0.07060534415353459,0.07551813411533459,27.104532086066577,1.7399755861953627,5.5835336097297145e-15,3.584349707562447e-16,16.497395214197105,0.06755304088071057,0.0720366031376507,207.0,242.6596234084172,4.0,3.4709534648917044,8.952732430055836,6.3897097876415465,7.3397465953719445,0.8531129325743262,557.3226318359375,354.9956359863281,163.63313621654086,244.27279771898003,55.26856960526445,13.65217399597168,0.0
799279345.995,799279355.995,799279351.1404092,799279346.014,799279355.931,27.734882243624334,1.7929280693501186,5.713385742186612e-15,3.6934318228612445e-16,16.47243418425669,0.06801228996503639,0.07255909617096634,27.443737678250592,1.8019702268323672,5.653409961719622e-15,3.7120586672746765e-16,16.483891851354947,0.06904719663855374,0.07373825566004655,28.26357080212808,1.7763907712723073,5.822295585238384e-15,3.659364988820953e-16,16.45193242630943,0.06618085828565867,0.0704782651719249,215.0,253.14948163910375,3.0,2.5722760990443407,8.956740937349753,4.7353264550589005,7.343032902428803,0.8494729241022064,558.5868530273438,356.81884765625,164.36058490663288,244.27269735007377,55.268604518549004,13.758139610290527,0.0
799279355.995,799279365.995,799279360.702802,799279356.004,799279365.988,25.024599638866206,1.764329650239157,5.1550675256064384e-15,3.634519079492663e-16,16.584082154853583,0.07397054459211105,0.07938096664057781,25.64048627407834,1.7447445794278975,5.2819401724601384e-15,3.594173833621469e-16,16.55768435660513,0.07147537240373936,0.07651435580348931,26.460319397955825,1.7183277421350065,5.4508257959789e-15,3.5397551487981133e-16,16.52351229455756,0.0683126414290669,0.07290106519691619,207.0,237.12544603913236,8.0,6.989086469772079,8.961548894132068,12.866272819353146,7.346974624657117,0.8734309029981695,560.5614013671875,357.7785949707031,166.01991040728524,244.27259965222882,55.26858654221879,13.787439346313477,0.0
799279365.995,799279375.995,799279370.7360611,799279366.047,799279375.847,25.562287692106615,1.7918949627173273,5.265831264573963e-15,3.691303623197694e-16,16.56100070417935,0.07356006056269138,0.07890840304861513,26.346024776472785,1.7673190211251102,5.427281103953394e-15,3.640677183517727e-16,16.52821226022546,0.07049351925296676,0.07539021366994447,27.16585790035027,1.7412400449652745,5.596166727472156e-15,3.5869544926284653e-16,16.49494143838266,0.06745267330142468,0.07192247666133866,213.0,243.40503424617052,9.0,7.804799816840351,8.959961255007231,14.36792693554701,7.345673025513811,0.8751649965336358,562.5969848632812,357.8741149902344,167.96538236936237,244.27299991032754,55.26850756094189,13.615023612976074,0.0
799279375.995,799279385.995,799279380.8910692,799279376.096,799279385.989,24.737898245069243,1.720464740498999,5.096007038484264e-15,3.544157365427938e-16,16.596593003010472,0.07300042876090274,0.07826475402677957,24.812678477906502,1.7180380253294687,5.1114117664487395e-15,3.539158332178705e-16,16.593315879989838,0.07268832733538488,0.07790610663636954,25.632511601783985,1.69120504796292,5.280297389967501e-15,3.483882398803615e-16,16.558022093459208,0.06937152595848062,0.07410828764391653,202.0,229.71523161993775,5.0,4.355135440273744,8.96186979991262,8.017408424140301,7.347237713845656,0.8793958863371952,564.4695434570312,356.8569641113281,170.0339738718575,244.27283819697982,55.268587870934525,13.49009895324707,0.0
799279385.995,799279395.995,799279391.0311162,799279386.053,799279395.986,25.079166849849916,1.7077124740110257,5.166308371069083e-15,3.517887696462713e-16,16.581717238036603,0.07152254096624944,0.07656841489934862,24.788675629018215,1.717175852841031,5.106467179577752e-15,3.537382256852524e-16,16.594366688563873,0.07272108904310315,0.07794374392978654,25.608508752895702,1.6903317896832553,5.2753528030965144e-15,3.4820834867475055e-16,16.55903927710548,0.06939978146073145,0.07414053596115977,198.0,229.5221798366896,3.0,2.577177331563948,8.962731178586735,4.744349178560904,7.347943900614897,0.8628500520332992,565.7478637695312,354.9783630371094,171.7536088091933,244.27257533203698,55.26862887346885,13.570707321166992,0.0
799279395.995,799279405.995,799279401.0603725,799279396.007,799279405.971,24.824645761436066,1.6989322897022676,5.11387702685583e-15,3.499800516786671e-16,16.592792350027196,0.07187262589067345,0.07696979892543965,24.5316468624121,1.7085230266284566,5.053519253656892e-15,3.5195574348546203e-16,16.605683239222085,0.07309984548133386,0.07837904403050899,25.351479986289583,1.681549819322311,5.222404877175654e-15,3.463992627803961e-16,16.569991705114873,0.06972851323128637,0.07451585328860233,196.0,227.29357447511745,3.0,2.5658158201239054,8.965692519649378,4.723433668864462,7.350371706109152,0.8625639393440635,565.8099365234375,353.1159973144531,172.31089564425326,244.27308341178636,55.268766951007784,13.204081535339355,0.0
799279405.995,799279415.995,799279410.8566155,799279406.045,799279415.908,29.604606422767677,1.838756994027591,6.0985489230901416e-15,3.7878394076968374e-16,16.401601770634684,0.0654242587117757,0.0696208188730516,29.142312501582285,1.8527220207710169,6.003316375325951e-15,3.8166073627882945e-16,16.418689972627437,0.0669202836430145,0.07131748109433644,29.962145625459772,1.8278832436217147,6.172201998844713e-15,3.7654394818607325e-16,16.388567723765558,0.06429502952898503,0.06834344273926618,234.0,268.68840032255616,2.0,1.7416758587351489,8.967595434628794,3.206266921762433,7.351931778841199,0.8710593920705054,564.6173706054688,351.1388854980469,171.7157162738205,244.2725400479134,55.26865592296288,13.632478713989258,0.0
799279415.995,799279425.995,799279421.2142498,799279416.067,799279425.976,24.84342220530157,1.7677520799458124,5.117744974292124e-15,3.6415692846883735e-16,16.5919714497302,0.07463154801686045,0.08014274541622157,25.6168967654023,1.7431913519259503,5.277080733672873e-15,3.5909741849674575e-16,16.55868370475408,0.0714774341586164,0.0765167186407183,26.436729889279782,1.716775013603493,5.445966357191635e-15,3.5365565280231956e-16,16.52448066559772,0.06831183809802255,0.07290015028414487,204.0,237.1312004420506,9.0,7.763334057091282,8.969762956129019,14.291592241463494,7.3537087847638,0.8603976510419901,562.3847045898438,349.9603576660156,169.91985784376087,244.27259897487002,55.268558116994484,13.411765098571777,0.0
799279425.995,799279435.995,799279430.8164097,799279426.022,799279435.986,25.44662591589059,1.7515427579404412,5.242004938673461e-15,3.608178081357309e-16,16.56592448648646,0.07227364348140952,0.07742992052453701,25.679358921227028,1.7441293233345618,5.2899479377727675e-15,3.5929064060691975e-16,16.556039556302434,0.07134629594929365,0.07636644921432278,26.499192045104515,1.7177596655883511,5.45883356129153e-15,3.5385849111120034e-16,16.521918418526088,0.06819365586256865,0.07276556844992754,205.0,237.98000171241515,6.0,5.1348159193635405,8.980651232963904,9.452729306101062,7.362635354774986,0.8616865993938834,560.0391845703125,349.8592224121094,167.70998233572402,244.27273958283985,55.26845547288381,13.575610160827637,0.0
799279435.995,799279445.995,799279440.7941005,799279436.003,799279445.956,26.56444552655627,1.8201967014382374,5.472275778470592e-15,3.749605204962769e-16,16.51924811146636,0.07195667287901486,0.07706620296140798,27.341448518914444,1.7962762895623956,5.632338394896375e-15,3.700329156498535e-16,16.48794620182474,0.06908529504073613,0.07378171040983617,28.161281642791927,1.7706870130089292,5.801224018415137e-15,3.647615246798394e-16,16.455868959964175,0.06620716437956631,0.07050810052926337,219.0,252.9421629957269,9.0,7.791064796423468,8.981912336382218,14.342642011597746,7.363669249129955,0.8659273045046803,558.0657348632812,350.9752197265625,165.4938235062806,244.2728338848852,55.268621748871965,13.529680252075195,0.0
799279445.995,799279455.995,799279450.9965813,799279445.996,799279455.896,25.477491941905935,1.7403464311343266,5.248363340032623e-15,3.585113648136713e-16,16.56460831774538,0.07174239471727262,0.07682045209576316,25.52557999685851,1.738808088235791,5.2582694793528535e-15,3.581944661765729e-16,16.562560952527367,0.0715503398741113,0.07660027712057271,26.345413120735994,1.7123689141324914,5.427155102871614e-15,3.527479963112932e-16,16.528237467234597,0.06837081000883316,0.0729673171715639,203.0,236.7093189335574,5.0,4.236022774988996,8.98483989788901,7.7981328357751964,7.366069361025413,0.8578012740883976,556.9769897460938,352.683349609375,163.95316622113114,244.27251563049956,55.26863458161487,13.753694534301758,0.0
799279455.995,799279465.995,799279461.0310938,799279456.022,799279465.912,25.722106285747472,1.815529498647615,5.298753894863979e-15,3.7399907672140867e-16,16.55423367890844,0.07405030793855616,0.07947283760971402,26.852275561732625,1.780558844382136,5.531568765716921e-15,3.6679512194272e-16,16.50754726168686,0.06970811567427404,0.07449255804996824,27.67210868561011,1.7547547793627647,5.700454389235682e-15,3.614794845487295e-16,16.47489436311339,0.06675429865059002,0.07112898904624743,213.0,248.68617443733064,11.0,9.519457303014304,8.986889190943767,17.52445548963997,7.3677494393522345,0.8566058331827267,556.9542846679688,354.9906005859375,163.28041374043727,244.27275717640643,55.26867791906783,13.586854934692383,0.0
799279465.995,799279475.995,799279470.7920859,799279466.02,799279475.973,29.198373187925064,1.8662250589526592,6.014864876712563e-15,3.844423621442478e-16,16.416603362405404,0.06726771572888168,0.07171222320950221,29.43612382388413,1.8591268260951652,6.0638415077201305e-15,3.8298012617560405e-16,16.407798447175434,0.06649453281396234,0.07083412323374816,30.255956947761614,1.8344394220860545,6.232727131238892e-15,3.7789452094972723e-16,16.377972766177756,0.06391046964996505,0.06790907698716353,233.0,272.0288950348001,6.0,5.165193249051464,8.990920217941586,9.508651208481105,7.37105420880829,0.856804039456129,558.0593872070312,356.9718322753906,163.81145595470224,244.27286510697235,55.26849924028224,13.682403564453125,0.0
799279475.995,799279485.995,799279481.0740927,799279476.052,799279485.991,23.58200981269283,1.6908963787851488,4.857894021414723e-15,3.4832465402974064e-16,16.648547960637725,0.07518592400014157,0.08078241092161065,23.823377763488487,1.6829387796311044,4.907615819278628e-15,3.466853886040075e-16,16.63749165666658,0.07411101952764554,0.0795427746079973,24.64321088736597,1.6556243469983558,5.07650144279739e-15,3.410586154816613e-16,16.60075676604431,0.07059805148067255,0.07550979090877519,194.0,221.5496041834728,6.0,5.182496573319287,8.99028966623243,9.540505055428687,7.3705372616308065,0.8760788683755595,560.4375610351562,358.2763366699219,165.7741688942858,244.2726073691132,55.26860862850959,13.432990074157715,0.0
799279485.995,799279495.995,799279491.4603112,799279486.113,799279495.971,27.091186459700825,1.823815356751954,5.58078441069837e-15,3.757059634909025e-16,16.49792993651105,0.07073799631649891,0.07566991623512465,27.675668001403537,1.8059014096862445,5.701187608289128e-15,3.7201569039536635e-16,16.474754719635087,0.06863121682532736,0.07326400451349357,28.49550112528102,1.7804704135944056,5.87007323180789e-15,3.6677690520044757e-16,16.4430592526711,0.06580447343117868,0.0700515528649781,225.0,256.14334412049016,8.0,6.857074456467574,8.988904704442676,12.623250703951669,7.369401824080263,0.8785812771928043,562.8809814453125,358.42669677734375,168.10280681009212,244.27293120759003,55.26856339033561,13.813333511352539,0.0
799279495.995,799279505.995,799279501.081399,799279496.095,799279505.969,27.844173291191233,1.826625629987626,5.735899697985394e-15,3.7628487977745093e-16,16.46816418006167,0.06898728097242923,0.0736699229062232,28.099433464743196,1.8188364817796194,5.788483293737098e-15,3.746803152466016e-16,16.458256090416672,0.0680972814456986,0.07265584379260659,28.919266588620683,1.793590873747728,5.957368917255861e-15,3.6947971999203195e-16,16.42703181306979,0.06533237358546629,0.06951677319100114,228.0,259.972720340421,6.0,5.249939706946671,8.98960281526353,9.664661733242735,7.369974158455334,0.8770849704521441,565.0650634765625,357.3749084472656,170.47983344196638,244.27289959849364,55.26860719261895,13.179824829101562,0.0
799279505.995,799279515.995,799279510.9746072,799279506.025,799279515.982,27.533049358335134,1.7834548748733077,5.671808167817038e-15,3.6739170422390136e-16,16.480364216689246,0.06814467367026467,0.07270979840962966,27.244136103897215,1.7924419489388423,5.612292037402826e-15,3.692430414814015e-16,16.491817396933058,0.06918098103752612,0.07389086353019181,28.0639692277747,1.7668206428366775,5.781177660921588e-15,3.6396505242435556e-16,16.45962726129744,0.06628914360524618,0.07060108810195587,219.0,252.29768260950206,3.0,2.5927509527796415,8.990092618823319,4.773018799435249,7.370375715637843,0.868191300701392,566.381591796875,355.36468505859375,172.26475387838474,244.27280977947004,55.26861492332651,13.200913429260254,0.0
799279515.995,799279525.995,799279521.1940632,799279516.008,799279525.97,25.053421030757416,1.7500543877128416,5.161004732336028e-15,3.6051120386884534e-16,16.582832407691676,0.07331018168211756,0.07862092183815861,25.478640352481193,1.7364930989805805,5.248599912611126e-15,3.5771757838999954e-16,16.564559378750854,0.07158554938609996,0.07664063565305668,26.29847347635868,1.7100430684414578,5.417485536129888e-15,3.522688720989403e-16,16.53017364969145,0.0683989178706419,0.07299933376236822,205.0,236.5086250231265,7.0,6.082354748683554,8.993245377369098,11.197062150985632,7.372960451525261,0.8671013481739148,566.4280395507812,352.8835754394531,172.96892730223573,244.2728578021387,55.268560690443664,13.292682647705078,0.0
799279525.995,799279535.995,799279531.058875,799279526.013,799279535.977,26.971485993811683,1.8402905997486418,5.556126114725206e-15,3.790998635482202e-16,16.502737813592073,0.07166291009067649,0.07672931941334937,27.90031915743996,1.8120231364213186,5.747465746432632e-15,3.732767661027916e-16,16.46597707178713,0.06831929581008822,0.07290864391921303,28.720152281317446,1.7867013663434497,5.916351369951394e-15,3.680604814667506e-16,16.434533154218446,0.06552670069899236,0.0697368407049268,224.0,258.3863324480644,10.0,8.545891885566263,8.996690892065555,15.732210062065166,7.375785198602223,0.8672153271204159,565.0198974609375,350.9161071777344,172.165022849027,244.27284182382286,55.268640752976076,13.370535850524902,0.0
799279535.995,799279545.995,799279541.1043673,799279536.05,799279545.99,23.20722195954733,1.746505961034901,4.78068772366675e-15,3.597802279731896e-16,16.665942110067448,0.07878069883338412,0.08494737160146215,24.502583447251943,1.704780239725496,5.0475321901339e-15,3.511847293834522e-16,16.606970307687085,0.07302864660610453,0.07829719112909928,25.32241657112943,1.6778359596633186,5.216417813652663e-15,3.456342076906436e-16,16.57123712761746,0.06965669284983278,0.07443383424777394,196.0,227.7777516712862,12.0,10.335325098453984,8.995103252940716,19.026393931244833,7.374483599458916,0.8607015194604979,562.7254638671875,349.5889587402344,170.35506940412762,244.27268423696955,55.26854706242697,13.816326141357422,0.0
799279545.995,799279555.995,799279550.883654,799279546.014,799279555.939,25.84697847994233,1.7964415205112525,5.3244775668681194e-15,3.70066953225318e-16,16.54897554691688,0.07295497755819014,0.07821251056892109,26.62635851260264,1.7721755277188322,5.485029853596144e-15,3.650681587100794e-16,16.51672056174916,0.06996036656471105,0.07478070966472927,27.446191636480126,1.7462861644579966,5.6539154771149055e-15,3.5973494987834727e-16,16.483794771568917,0.06697216813495999,0.07137641359065228,211.0,247.0207047346695,9.0,7.818533055771034,9.000181446169812,14.393208579942131,7.378646870477579,0.8543992158633128,560.3120727539062,349.4260559082031,168.10022156931836,244.2724339075071,55.268532775883784,13.601895332336426,0.0
799279555.995,799279565.995,799279561.2112992,799279556.028,799279565.994,26.421491590978075,1.779506329471018,5.442827267741483e-15,3.665783038710297e-16,16.525106671246796,0.07076786258388168,0.07570409504394604,26.652493437283272,1.772285795363339,5.490413648080354e-15,3.6509087384484783e-16,16.515655387287932,0.06989813810902845,0.07470961143483379,27.47232656116076,1.7464189151720169,5.659299271599116e-15,3.5976229652543545e-16,16.48276139932918,0.06691531261626338,0.07131183511761918,214.0,247.45374310277083,6.0,5.141629301416069,9.00738212149133,9.4652721230614,7.384550222620447,0.8649488936047915,557.9200439453125,350.67926025390625,165.44266574493818,244.27281737603778,55.26857168689804,13.40186882019043,0.0
799279565.995,799279575.995,799279571.229225,799279566.051,799279575.919,25.41526297889676,1.7137718097282455,5.235544173652732e-15,3.5303699280401857e-16,16.567263480426227,0.07084933661137072,0.0757973437711783,25.12018658702885,1.7232994136034852,5.174758436927943e-15,3.549996792023179e-16,16.579942847705723,0.07204013357650751,0.0771619503640899,25.940019710906334,1.6966959795743606,5.3436440604467046e-15,3.495193717923183e-16,16.545074245616874,0.06879032263178075,0.07344535227882432,200.0,233.73973213077406,3.0,2.5685493636507837,9.010776966854019,4.728465873993488,7.387333429299221,0.855838604966968,556.8349609375,352.787353515625,163.7871758115565,244.27257728059755,55.26869894045054,14.395000457763672,0.0
799279575.995,799279585.995,799279581.2647415,799279576.061,799279585.962,27.142678967856334,1.7583724826463425,5.5913918673784046e-15,3.6222473142514653e-16,16.495868224820878,0.06815233265037435,0.07271851840001631,26.673017254359603,1.7731407555746046,5.494641554398078e-15,3.6526699564836854e-16,16.514819635240897,0.0698786804553464,0.07468738216325477,27.49285037823709,1.747280295792694,5.6635271779168405e-15,3.5993974093329496e-16,16.481950578604643,0.06689885148090369,0.07129313933654302,213.0,247.57932718689665,2.0,1.712943162544377,9.005225859843058,3.153372640138512,7.382782447897447,0.8604211688431066,556.7416381835938,355.3146057128906,162.98688782558872,244.2727218409569,55.26858456844888,13.60093879699707,0.0
